Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScore_binned
2,1,0.4189189189189189,2,0.46605819119627423,1,1,0,0.9753031414500083,2
0,1,0.28265154327115366,5,0.0,2,0,1,0.5257706110933594,3
2,0,0.527027027027027,4,0.44657462318664926,1,1,1,0.20611043354640368,0
1,0,0.3243243243243243,3,0.0,2,1,1,0.6422500848831063,2
2,1,0.16216216216216217,10,0.5445340377043125,2,0,0,0.236515887267234,0
1,0,0.527027027027027,4,0.0,2,1,1,0.24838627088886983,2
2,1,0.39189189189189194,9,0.5153087454751051,1,1,0,0.8497005464021813,3
0,0,0.4189189189189189,3,0.0,2,1,1,0.9390903331268134,2
0,1,0.3243243243243243,6,0.0,2,1,0,0.8135094401515344,1
0,1,0.36486486486486486,9,0.0,2,0,0,0.08806461017027124,1
2,0,0.3108108108108108,4,0.3489108267025867,2,1,1,0.06283415066138814,0
0,1,0.24324324324324326,6,0.0,2,1,1,0.24153516660841107,0
1,0,0.14864864864864863,3,0.4655508537350763,1,0,0,0.020407798944799226,1
0,1,0.1891891891891892,9,0.587863741808477,1,1,0,0.16823991691206508,0
1,1,0.2837837837837838,10,0.420384786508339,1,0,0,0.2942446003593343,1
0,0,0.35135135135135137,2,0.23428540249150565,1,1,0,0.0843247530139128,2
1,0,0.3108108108108108,5,0.0,1,1,0,0.14129009320390096,3
2,0,0.28265154327115366,5,0.4053990207737333,3,1,0,0.6729813197160328,1
1,0,0.2837837837837838,7,0.3927654849823688,1,1,1,0.2616049332711274,1
0,0,0.14864864864864863,6,0.0,2,1,1,0.49498242082118843,2
1,0,0.14864864864864863,6,0.0,2,1,0,0.5834816724997237,1
1,1,0.3108108108108108,7,0.49194750745212934,1,1,1,0.8246414032540106,1
0,1,0.2972972972972973,5,0.5018366221919027,1,1,1,0.4756095207092277,0
1,1,0.10810810810810811,4,0.0,2,1,1,0.8352065622266927,4
1,0,0.4594594594594595,7,0.0,1,0,1,0.9706047427529327,0
0,1,0.14864864864864863,1,0.0,2,0,0,0.7649996074625127,4
0,1,0.5540540540540542,5,0.4758121913164026,1,1,1,0.3021181022787676,1
0,0,0.39189189189189194,9,0.0,1,1,0,0.9397498461103035,1
0,1,0.27027027027027034,7,0.0,2,1,0,0.19150208844944688,2
1,1,0.28265154327115366,7,0.0,2,1,0,0.03834691213010842,0
0,0,0.2972972972972973,1,0.5561315353177858,1,1,0,0.9065006208092873,0
1,0,0.2837837837837838,2,0.0,3,0,0,0.9407849449622439,2
1,0,0.13513513513513514,1,0.0,2,1,1,0.6044034205266603,0
0,1,0.1891891891891892,7,0.0,1,1,0,0.9903163752138329,1
1,1,0.27027027027027034,5,0.5040851048328029,1,1,0,0.459848465528458,1
1,0,0.28265154327115366,8,0.5121047752894413,1,1,0,0.8961632835935831,0
0,0,0.14864864864864863,10,0.0,2,1,1,0.9989158464633372,4
0,0,0.2837837837837838,3,0.5386223944550554,1,0,1,0.565426498230581,3
1,1,0.4189189189189189,8,0.0,2,1,0,0.8100824628752046,1
0,0,0.2027027027027027,5,0.0,2,1,0,0.6348147748109945,0
0,0,0.48648648648648657,9,0.48080645014077233,1,0,0,0.02956682363165682,1
0,0,0.1891891891891892,5,0.0,2,1,0,0.4514075594219248,2
0,0,0.3243243243243243,1,0.0,1,1,0,0.006256847528939013,2
2,0,0.2027027027027027,7,0.5367841979187646,1,1,0,0.5658858921026958,4
2,0,0.24324324324324326,6,0.5725199422602222,1,1,0,0.11046389930238336,4
2,1,0.40540540540540543,5,0.5362445365765839,1,1,1,0.29098823937686047,0
1,1,0.445945945945946,3,0.3540382870192436,1,0,0,0.42623665560060986,1
0,1,0.2837837837837838,9,0.5589400062790435,1,0,1,0.7332720774833996,2
0,0,0.14864864864864863,7,0.7101331062344876,2,1,1,0.5790899530905201,3
0,0,0.28265154327115366,8,0.0,2,1,1,0.7480875923650708,0
1,0,0.28265154327115366,2,0.0,1,0,0,0.9588490200814177,0
2,0,0.5135135135135136,6,0.4115011796223718,2,1,0,0.7152590072351909,1
0,0,0.21621621621621623,8,0.33044946655432894,1,1,0,0.45907284145635907,2
0,0,0.1756756756756757,2,0.0,2,0,1,0.7270684850403214,2
0,0,0.3243243243243243,7,0.4999525504558445,2,0,0,0.820663373352155,1
1,1,0.3378378378378379,1,0.3897686506900073,1,0,0,0.6011276076865341,1
0,0,0.05405405405405406,4,0.0,2,1,1,0.05757619852695931,2
0,0,0.14864864864864863,1,0.0,2,1,1,0.6648825462831701,3
0,0,0.10810810810810811,1,0.0,2,1,1,0.9970832714524236,3
2,1,0.09459459459459457,2,0.6846227884795776,1,1,0,0.11368045648359416,1
0,1,0.2027027027027027,5,0.0,2,1,0,0.6900964042066017,2
2,0,0.3108108108108108,7,0.36914836617528657,1,1,1,0.5058846619852196,1
0,0,0.27027027027027034,6,0.5266270460647987,1,0,1,0.38032317086281736,2
0,0,0.2972972972972973,8,0.4864060144897875,1,1,0,0.510417594880311,2
1,1,0.24324324324324326,8,0.7502689637852564,2,0,0,0.915322063257041,1
1,0,0.25675675675675674,3,0.0,2,1,0,0.4554192425376623,1
2,1,0.3108108108108108,1,0.31768376554799604,2,1,0,0.828396261843006,4
2,1,0.445945945945946,8,0.4631268815159175,2,1,1,0.4334904983425917,3
0,0,0.21621621621621623,1,0.0,1,1,1,0.3774961508824093,1
0,1,0.37837837837837845,8,0.0,3,1,0,0.4537251307499866,3
2,0,0.13513513513513514,5,0.3664368668569777,1,1,0,0.7174198635969735,2
0,1,0.27027027027027034,0,0.41957896132250355,1,0,1,0.8991952231438102,1
2,1,0.47297297297297297,5,0.5101586464847142,1,1,0,0.8269143703223657,0
1,1,0.24324324324324326,8,0.0,2,1,0,0.9307133831280887,0
1,1,0.4594594594594595,0,0.5432430753059938,1,1,0,0.7229776443650368,1
0,0,0.4189189189189189,2,0.0,2,0,0,0.822435242565665,3
1,1,0.27027027027027034,3,0.5066511267582787,2,1,1,0.8741392803012686,4
2,1,0.28265154327115366,1,0.5054527517527136,2,1,1,0.14993556884682485,2
1,0,0.2972972972972973,2,0.7984215822448072,1,1,1,0.5662198239931913,1
0,0,0.27027027027027034,5,0.5308505935617127,1,0,0,0.6369432280782814,2
0,1,0.24324324324324326,0,0.5905174885946721,1,0,0,0.279147058544091,1
1,0,0.16216216216216217,2,0.0,2,1,0,0.5782504729201638,2
0,0,0.05405405405405406,3,0.0,2,0,0,0.15386564416901813,1
0,1,0.2972972972972973,9,0.0,1,1,0,0.000475495409811637,1
0,0,0.21621621621621623,7,0.43668766071515336,1,0,1,0.5652301294773651,3
0,0,0.14864864864864863,5,0.0,2,0,1,0.2635150156839978,0
1,0,0.3108108108108108,2,0.2788967424981195,2,1,0,0.9421627265403846,0
0,0,0.2837837837837838,10,0.0,2,1,1,0.09191052745537198,0
0,1,0.37837837837837845,9,0.0,2,1,0,0.8534069503637598,1
1,1,0.24324324324324326,1,0.0,3,1,1,0.37021795581478034,1
0,1,0.25675675675675674,2,0.6703048636201256,2,0,1,0.5063566070559739,1
1,0,0.5135135135135136,1,0.5120517258620821,1,1,0,0.9324156956989392,1
0,1,0.35135135135135137,6,0.6119939773156504,1,0,0,0.17645935186810338,1
0,0,0.25675675675675674,1,0.0,2,0,1,0.7805417917411113,0
1,1,0.2837837837837838,6,0.0,2,0,1,0.31941810442897295,2
2,1,0.2837837837837838,7,0.4306732665840542,2,1,0,0.13611139863856997,0
2,1,0.28265154327115366,2,0.6637068460744361,1,0,0,0.5982221802182108,2
1,1,0.4324324324324324,3,0.6500080969129738,1,0,1,0.6552464760384616,1
0,1,0.2972972972972973,4,0.0,1,1,0,0.4272610034258271,0
2,1,0.47297297297297297,0,0.43512838220490246,1,1,0,0.2733487048013085,0
0,1,0.28265154327115366,4,0.4488307184801607,1,0,1,0.01018582274607225,3
2,1,0.08108108108108109,5,0.4096212928524088,2,1,0,0.28393431572715194,1
1,0,0.3243243243243243,9,0.0,1,0,0,0.7642948901620104,0
2,0,0.28265154327115366,1,0.6251467677573792,2,1,1,0.49736934877280775,2
0,0,0.2837837837837838,3,0.5212750722813395,1,0,1,0.6065803784261397,1
1,1,0.2027027027027027,2,0.0,2,1,1,0.9137193601988989,2
0,1,0.1891891891891892,10,0.7643567553662924,1,1,0,0.8983170392772508,3
2,0,0.5945945945945947,9,0.5489373793160403,2,0,1,0.6055144266277429,1
1,1,0.27027027027027034,6,0.0,2,0,0,0.5219608472609134,3
0,0,0.25675675675675674,7,0.38485211266454844,1,0,0,0.8171560384016673,1
1,0,0.2027027027027027,9,0.0,2,0,0,0.8829095178589554,2
0,0,0.25675675675675674,10,0.0,2,1,1,0.1870167100958141,2
0,0,0.2027027027027027,1,0.0,3,0,1,0.351081278262074,2
1,1,0.27027027027027034,3,0.3636609987744427,1,0,1,0.4033923739717143,3
0,0,0.14864864864864863,0,0.0,1,1,1,0.42004626441825194,1
0,1,0.37837837837837845,2,0.0,2,1,0,0.685689883383863,1
1,0,0.6216216216216217,1,0.3635579688948609,1,1,1,0.2089629559622944,1
1,1,0.3378378378378379,3,0.0,2,1,1,0.6750511673864854,0
1,1,0.2972972972972973,4,0.37885142927951354,1,1,1,0.5840805796953609,2
2,0,0.22972972972972977,8,0.5017373787102166,2,1,0,0.27176315338114787,2
2,0,0.3378378378378379,7,0.4079962904460533,1,1,0,0.9734889181916871,0
0,1,0.2837837837837838,4,0.0,2,1,0,0.8586081470780459,2
0,0,0.4594594594594595,4,0.6425304393508935,1,1,1,0.4453916849059085,3
1,1,0.28265154327115366,1,0.0,2,1,1,0.7288337036186955,1
1,0,0.36486486486486486,3,0.0,1,1,0,0.1913445734067603,1
0,1,0.22972972972972977,4,0.5756475467788535,1,1,0,0.6706693989275975,2
0,1,0.2027027027027027,5,0.0,1,0,1,0.20565699024256817,0
0,1,0.28265154327115366,2,0.6785292785608692,2,1,1,0.8270608843144519,0
1,1,0.22972972972972977,8,0.4025076077701509,2,1,0,0.1111890685560471,2
2,1,0.22972972972972977,7,0.43863873176555473,2,1,1,0.46442175227734245,0
0,0,0.27027027027027034,3,0.6283760868805338,1,0,0,0.09824363226688147,2
0,1,0.27027027027027034,5,0.0,2,0,0,0.5165164773235843,4
0,0,0.7297297297297298,3,0.0,2,1,1,0.856327179245618,1
1,1,0.2027027027027027,6,0.0,1,1,1,0.15859899620413748,0
0,1,0.1891891891891892,7,0.5003627169899939,1,0,0,0.43391558893874366,0
2,0,0.21621621621621623,1,0.405489974036869,1,0,1,0.9782938270604842,0
0,0,0.22972972972972977,7,0.0,1,1,1,0.0008331295638733499,4
0,0,0.2027027027027027,4,0.0,2,1,1,0.36683538277905536,2
0,1,0.1756756756756757,6,0.0,2,1,1,0.3550252049070686,2
1,0,0.48648648648648657,5,0.36794345465124906,2,1,0,0.7929711287427949,0
0,1,0.25675675675675674,9,0.7124639330654132,1,1,0,0.9996834197665877,0
1,0,0.3243243243243243,9,0.482493230618057,2,1,0,0.19557367728618083,3
1,0,0.2837837837837838,7,0.0,2,0,0,0.5046382429522019,3
0,1,0.36486486486486486,2,0.42398429577522895,1,0,1,0.7913407730438257,2
0,0,0.5405405405405406,3,0.4079220371904785,1,1,1,0.573360055885337,2
2,1,0.12162162162162166,2,0.6637271730526129,2,0,1,0.7300503198055415,1
0,0,0.02702702702702703,7,0.0,2,0,0,0.05390934834276673,3
1,0,0.12162162162162166,5,0.4297070176979028,1,0,1,0.8125288465048411,1
2,0,0.28265154327115366,9,0.5326312368499897,1,0,1,0.5165701324476487,1
1,1,0.36486486486486486,6,0.4503607420845651,1,0,0,0.9920302388878137,2
0,1,0.28265154327115366,6,0.0,1,1,1,0.4502604998777383,0
0,0,0.5405405405405406,10,0.2143210018059524,1,1,1,0.9603943176573362,1
2,0,0.5,3,0.6441213243193682,1,1,0,0.04035020344442894,3
0,0,0.2027027027027027,2,0.23131435556165456,1,1,1,0.41666079110555054,2
0,1,0.1756756756756757,2,0.4748882305162228,1,0,0,0.7487147022540652,1
1,1,0.2837837837837838,5,0.0,2,1,0,0.7288102013742312,2
2,0,0.4594594594594595,3,0.44792301926252215,1,1,0,0.4275647824367227,4
1,0,0.25675675675675674,8,0.0,3,1,0,0.35866915290410234,2
0,1,0.28265154327115366,0,0.0,1,1,0,0.16290490741865846,1
2,1,0.4324324324324324,2,0.47690984813794324,1,1,1,0.06466912590152359,2
0,0,0.09459459459459457,8,0.510063906823683,2,1,1,0.9163263591673004,0
0,1,0.09459459459459457,7,0.0,2,1,1,0.7236281064841692,1
0,1,0.25675675675675674,5,0.42185757571928906,2,1,1,0.42452364200781173,0
1,1,0.24324324324324326,1,0.6268200367726994,2,1,0,0.7076756330229537,0
0,1,0.22972972972972977,6,0.38431476301792494,1,1,0,0.05238930317845354,0
0,1,0.28265154327115366,2,0.0,1,0,0,0.8332732775980106,4
0,0,0.7432432432432432,6,0.0,2,0,1,0.539330506063329,3
0,0,0.12162162162162166,3,0.0,2,1,0,0.14064068118505316,0
0,0,0.10810810810810811,4,0.5642996724287539,2,0,0,0.4915353916299007,3
0,1,0.08108108108108109,1,0.0,3,1,1,0.2395201241718584,3
1,1,0.28265154327115366,6,0.4949392002147167,1,1,1,0.6938041082923418,2
2,0,0.35135135135135137,2,0.3151273491161292,2,0,1,0.5664549464473857,1
1,1,0.6891891891891893,10,0.4601965682560597,1,1,0,0.20207074775641073,1
0,1,0.3243243243243243,8,0.4100108135538218,1,0,1,0.5188143967748919,1
0,0,0.25675675675675674,4,0.3675139177026019,1,0,1,0.9885355051407408,1
1,1,0.09459459459459457,7,0.6266632400429991,2,1,0,0.6219159929773292,1
0,1,0.5810810810810811,5,0.43111563742872655,2,0,1,0.0431622719969757,1
0,1,0.25675675675675674,0,0.4286558737852489,1,1,0,0.3558557842273937,1
0,0,0.25675675675675674,6,0.0,2,1,0,0.2561124087350342,1
0,1,0.2837837837837838,2,0.0,2,1,0,0.35279529195038123,0
1,0,0.08108108108108109,6,0.5962266990553815,1,1,1,0.7688745275173778,0
2,1,0.12162162162162166,1,0.40366289755334533,2,1,1,0.1312805372913113,4
1,0,0.16216216216216217,8,0.0,2,1,1,0.20592651598227626,0
0,0,0.39189189189189194,2,0.3507854523723158,1,1,1,0.4532650868157909,2
0,0,0.4189189189189189,2,0.0,1,0,0,0.32730800791475584,0
2,0,0.3243243243243243,8,0.5292827856919916,3,1,1,0.9591404479127756,1
2,1,0.3378378378378379,10,0.4909563480535065,2,1,1,0.9834024149306257,2
0,0,0.27027027027027034,1,0.0,2,1,1,0.04599254228778847,1
2,0,0.5945945945945947,8,0.5609661277214187,1,1,0,0.967223919884349,1
1,1,0.14864864864864863,2,0.46796765172664334,2,1,0,0.024388979147508583,3
0,1,0.3378378378378379,2,0.0,2,1,0,0.16935457336175605,0
0,0,0.0675675675675676,2,0.0,1,1,0,0.6148217154738277,0
0,1,0.2972972972972973,10,0.44997098224223236,1,1,1,0.6070127197147327,0
0,0,0.25675675675675674,4,0.0,1,1,1,0.39938719147678603,0
2,0,0.28265154327115366,10,0.3605049364863639,2,0,0,0.5168880128052229,2
2,0,0.445945945945946,9,0.4408579196437885,2,0,1,0.00550642586366998,1
1,1,0.21621621621621623,5,0.5555769276681222,2,0,0,0.16970870718153583,1
2,1,0.24324324324324326,3,0.5809038641944226,2,0,1,0.4478185666731173,2
0,1,0.3108108108108108,0,0.3902983478271995,1,1,0,0.4249842859993129,1
2,1,0.21621621621621623,9,0.535119099551535,2,1,0,0.7353856793323763,2
1,0,0.22972972972972977,0,0.0,2,1,0,0.5994969519589121,0
1,0,0.1756756756756757,6,0.0,2,1,0,0.9419181031788535,1
2,1,0.4189189189189189,7,0.48308518410801776,4,1,1,0.8404250105885112,0
0,1,0.2972972972972973,4,0.0,2,1,1,0.7385917855155166,1
0,1,0.1756756756756757,6,0.28405911738905626,2,0,1,0.6295660735600249,3
0,0,0.37837837837837845,7,0.20731955352868572,2,1,1,0.3649452022668164,2
0,0,0.27027027027027034,7,0.0,2,0,0,0.34611225372023025,2
2,0,0.2837837837837838,8,0.44994328175236414,1,0,1,0.033563605324308465,2
2,0,0.40540540540540543,4,0.3250598280760129,2,1,0,0.9596055923340678,1
2,0,0.2027027027027027,3,0.400516879183895,2,0,1,0.1821931994505475,1
1,1,0.13513513513513514,9,0.3882374313810042,1,1,1,0.8792942726030336,4
0,1,0.3108108108108108,6,0.4177688638442804,1,1,0,0.6300701717013975,3
1,1,0.3243243243243243,9,0.48422070490851493,1,1,1,0.14643978499946744,1
2,0,0.1891891891891892,5,0.4257012877220389,1,1,1,0.38497231485606875,2
1,0,0.47297297297297297,1,0.2998250405174468,2,0,0,0.7242567665212027,0
0,0,0.21621621621621623,10,0.5675157192308639,2,0,1,0.34194295555225523,4
0,0,0.1891891891891892,1,0.4666995272861584,1,0,0,0.7478076656320678,2
0,1,0.36486486486486486,2,0.43508828624402845,1,1,1,0.6307277344986446,0
0,1,0.14864864864864863,4,0.31990119972615183,1,1,1,0.103016038031632,1
1,1,0.14864864864864863,7,0.0,2,1,0,0.24677486699979845,1
0,1,0.16216216216216217,8,0.0,2,0,0,0.01585936456931637,1
1,0,0.39189189189189194,6,0.5672383954776221,1,0,0,0.5009051864453056,1
0,0,0.25675675675675674,6,0.0,2,1,0,0.4311941790440987,1
0,0,0.7162162162162162,4,0.0,2,1,1,0.5361776549660492,4
0,0,0.2027027027027027,2,0.4125853249819479,1,1,0,0.569535490639356,4
1,0,0.2027027027027027,9,0.0,1,0,1,0.9168207063774589,0
0,0,0.13513513513513514,9,0.0,2,1,1,0.2808988258378675,4
2,1,0.27027027027027034,2,0.5915969707063135,1,1,1,0.2802474636327769,1
0,1,0.37837837837837845,3,0.0,2,0,1,0.8814067743469501,1
2,1,0.16216216216216217,9,0.4602644842772618,2,1,1,0.6736713856173263,2
2,1,0.35135135135135137,9,0.6410496389191326,2,1,0,0.9813440183537527,0
0,0,0.08108108108108109,10,0.0,3,1,0,0.7748742504909218,2
1,0,0.1756756756756757,1,0.0,2,1,1,0.8490368330175532,1
0,0,0.445945945945946,1,0.0,1,1,1,0.1141286492860068,3
1,0,0.12162162162162166,5,0.34715230394938446,2,1,0,0.7477682618690085,2
0,1,0.1891891891891892,9,0.4009836025455595,1,1,0,0.8284865204627041,2
0,0,0.40540540540540543,4,0.0,1,0,0,0.09042553563865348,1
2,1,0.1891891891891892,0,0.4365444153042377,2,1,1,0.2808504712200015,3
0,0,0.36486486486486486,8,0.0,2,1,0,0.9695499920242382,1
2,1,0.2972972972972973,8,0.6081204125547549,2,1,0,0.36534539048479125,0
0,1,0.13513513513513514,3,0.0,2,1,0,0.7982883365361392,4
2,0,0.28265154327115366,4,0.5847424346673983,1,1,0,0.08259198753480958,3
0,1,0.3108108108108108,4,0.0,2,1,1,0.12457859725603793,3
0,0,0.2837837837837838,4,0.5998476911482269,1,1,0,0.07459322365285884,1
0,1,0.2972972972972973,6,0.5930320553655869,1,0,1,0.39662847801965084,0
2,0,0.37837837837837845,8,0.40966896160907407,1,1,1,0.35159407723437586,0
0,0,0.2837837837837838,0,0.41605151318609085,1,1,0,0.5294265102317272,4
1,0,0.4324324324324324,10,0.0,2,1,1,0.16866740773743888,4
0,1,0.09459459459459457,1,0.4088746949010254,2,1,1,0.576934197215834,1
0,0,0.0675675675675676,5,0.0,2,1,0,0.801264120723529,0
0,0,0.39189189189189194,9,0.0,2,1,0,0.5189280576295036,0
2,0,0.1891891891891892,7,0.3169539074609935,1,0,1,0.7882579786369598,3
1,1,0.21621621621621623,5,0.6699692691961108,1,0,0,0.10024472337108194,1
1,0,0.527027027027027,2,0.6907431220381153,1,0,1,0.6598284136135001,2
0,0,0.040540540540540515,8,0.0,2,1,1,0.5505656290175711,1
2,0,0.40540540540540543,3,0.6091237681402836,1,1,0,0.1920193878515398,0
0,1,0.24324324324324326,7,0.0,2,0,0,0.2978280425780662,1
0,0,0.27027027027027034,2,0.6768662926050972,1,1,0,0.8464814389774223,3
1,1,0.35135135135135137,7,0.0,1,0,1,0.0345609505707795,2
0,1,0.1756756756756757,1,0.0,2,0,1,0.9633368486690478,0
1,1,0.16216216216216217,7,0.0,1,0,1,0.6250529925607895,0
0,1,0.28265154327115366,4,0.23919596199397136,1,1,1,0.19006050077782427,1
2,0,0.2027027027027027,9,0.5994949582916316,2,1,0,0.853844042106021,2
0,0,0.3378378378378379,7,0.0,2,1,0,0.45453025763960453,4
1,0,0.36486486486486486,10,0.49897426481006696,1,1,1,0.641307644880086,0
0,1,0.16216216216216217,5,0.0,2,1,0,0.3789110360039384,1
2,1,0.40540540540540543,4,0.5254515887307074,1,1,0,0.832406344805929,0
0,0,0.21621621621621623,8,0.48760207779979514,2,1,0,0.9399611162866053,2
0,1,0.21621621621621623,5,0.5626708039108629,1,0,1,0.49446962184888654,2
0,1,0.28265154327115366,4,0.44671356406100987,1,0,0,0.4468277220474555,3
1,1,0.24324324324324326,2,0.0,2,0,1,0.6277918041172932,1
2,1,0.24324324324324326,9,0.47116468682563517,3,1,0,0.5955491249414319,0
0,0,0.2027027027027027,0,0.2586720369214449,2,1,0,0.5121216076135271,1
0,0,0.09459459459459457,1,0.0,2,0,0,0.43900062455964545,2
1,1,0.21621621621621623,7,0.0,1,1,1,0.08120290487741579,0
1,1,0.445945945945946,4,0.0,1,1,1,0.7519667628258498,1
1,1,0.13513513513513514,7,0.6198516297991747,1,1,0,0.009159174701183962,1
0,1,0.28265154327115366,9,0.4724894876640951,1,0,1,0.38569318369904326,2
2,0,0.2027027027027027,3,0.5486580228649808,2,1,1,0.8583119187882442,1
1,0,0.36486486486486486,1,0.5041711158502642,2,1,1,0.8237282660494076,0
2,1,0.5405405405405406,3,0.28820187511192297,1,1,1,0.42841846396330846,1
0,0,0.2972972972972973,7,0.5603747322269373,1,0,1,0.6773018823297624,1
0,1,0.24324324324324326,3,0.0,1,1,0,0.7037802610149269,1
2,0,0.1891891891891892,0,0.3685409083823636,1,1,0,0.02355084910608963,1
0,1,0.28265154327115366,7,0.0,2,1,1,0.41723019548366863,4
2,0,0.13513513513513514,2,0.45941019319836196,1,0,0,0.9581728555077009,1
2,0,0.4594594594594595,8,0.5559757350085847,3,0,0,0.7504803708754186,0
2,1,0.40540540540540543,6,0.5024600227128074,1,1,0,0.32170087243331735,1
0,0,0.27027027027027034,8,0.3791954334925388,1,1,1,0.43286073820049814,0
0,0,0.0,4,0.329884615701937,1,1,0,0.359035887927297,0
2,0,0.21621621621621623,8,0.44601945754150624,1,0,1,0.9861453268787168,0
0,0,0.2027027027027027,9,0.0,1,0,0,0.7139977867886382,1
0,0,0.40540540540540543,7,0.36115197210150146,1,1,1,0.7457089652061771,1
1,1,0.36486486486486486,5,0.5325588967217727,1,0,0,0.676231030063371,0
1,0,0.28265154327115366,2,0.0,2,1,0,0.702905077434895,2
0,0,0.2972972972972973,9,0.5243947054359801,1,1,1,0.5198446451636131,2
1,1,0.24324324324324326,1,0.45082152678005644,1,1,0,0.4920545912134609,0
2,1,0.27027027027027034,4,0.44559151486565723,2,1,1,0.5109141923053652,2
1,0,0.35135135135135137,7,0.0,3,1,0,0.7792841216336159,2
0,0,0.2972972972972973,9,0.40048343931195335,1,1,0,0.6204798058214559,3
1,0,0.6486486486486487,4,0.0,1,1,0,0.008158429129981912,0
0,1,0.3108108108108108,1,0.0,2,1,0,0.45302191359274807,0
2,1,0.3108108108108108,8,0.24265103014534709,1,1,0,0.15908649276005857,4
2,1,0.3243243243243243,0,0.4298819891375021,2,1,0,0.6376471953071517,0
2,0,0.3378378378378379,3,0.5633738782148561,1,1,1,0.5009270885369552,0
2,1,0.2837837837837838,8,0.207679261328773,2,1,1,0.5398154523757018,1
2,1,0.16216216216216217,3,0.5132397779512791,2,1,1,0.20095634133059706,1
0,1,0.28265154327115366,10,0.0,2,1,0,0.15245015899018355,4
1,0,0.2837837837837838,0,0.0,2,0,0,0.40948920621919394,2
0,1,0.21621621621621623,6,0.5826195408661741,2,1,1,0.44417006824151706,2
2,0,0.39189189189189194,7,0.4567741428402265,2,1,0,0.7659868517443416,2
1,1,0.0675675675675676,7,0.0,2,1,1,0.8404522131863592,1
2,1,0.3378378378378379,0,0.4324816502190193,3,1,0,0.9202539842554963,4
0,1,0.21621621621621623,2,0.0,2,1,1,0.4154174223638358,0
0,1,0.7162162162162162,0,0.0,2,0,1,0.14914459330866098,3
2,1,0.14864864864864863,4,0.39440662940080573,1,0,1,0.6585675432003757,1
0,0,0.1756756756756757,4,0.49888486596290954,1,1,1,0.5331774684482368,2
2,0,0.25675675675675674,8,0.457306231386616,1,1,1,0.5332724275168279,1
0,0,0.37837837837837845,5,0.45198486764088164,2,1,1,0.6942537012284673,1
2,0,0.09459459459459457,5,0.49269577938995074,1,0,1,0.6648022386137875,4
1,1,0.21621621621621623,6,0.3615944625166338,1,1,1,0.06076170274261191,0
2,1,0.3108108108108108,5,0.4884552130309163,2,0,1,0.6032317086281739,1
0,0,0.35135135135135137,6,0.6182386641524453,1,0,0,0.6693651743741527,2
0,1,0.27027027027027034,6,0.0,2,1,1,0.7285127729698185,1
0,0,0.3378378378378379,8,0.25866179371871667,1,1,0,0.5749786604620741,1
1,0,0.25675675675675674,6,0.4831897684035778,1,1,1,0.7318423909483355,2
1,0,0.27027027027027034,6,0.0,2,1,1,0.588079711612459,1
1,1,0.7027027027027029,3,0.0,2,1,1,0.7059128146738013,2
2,1,0.6081081081081081,7,0.49105547196473287,1,1,1,0.5026841063321547,2
1,1,0.22972972972972977,0,0.0,2,0,1,0.9865658670403022,4
1,1,0.37837837837837845,6,0.3698062428454517,1,1,1,0.25708810191373277,0
2,0,0.3108108108108108,4,0.5318198715661806,1,0,1,0.7565317487820087,1
0,0,0.28265154327115366,3,0.39572632856631157,1,0,1,0.42787611216871213,3
2,1,0.35135135135135137,2,0.44940692852623954,2,0,0,0.7908744285079223,4
0,1,0.35135135135135137,10,0.472578448086233,2,0,0,0.4105673091780265,0
2,1,0.28265154327115366,7,0.40896684386875964,1,1,0,0.8163072573430762,1
1,1,0.21621621621621623,9,0.0,2,0,1,0.44505295255696914,0
1,0,0.1756756756756757,8,0.0,2,1,0,0.5895815550385062,3
1,0,0.36486486486486486,1,0.0,1,1,0,0.9139499322185267,2
2,1,0.13513513513513514,8,0.4877845821783658,3,1,1,0.4450715043286634,0
2,1,0.08108108108108109,7,0.42813506471890644,1,0,1,0.8022697667627258,3
0,0,0.2972972972972973,0,0.015020799879345436,2,1,0,0.8853528511972892,3
0,0,0.040540540540540515,3,0.7035170335493587,1,1,1,0.7696166983946966,0
2,0,0.16216216216216217,4,0.46384362670915513,1,1,1,0.6720928348657296,2
1,1,0.35135135135135137,3,0.35439030245307973,1,1,0,0.3484640783194795,0
0,1,0.21621621621621623,9,0.0,2,1,1,0.1596226439624984,4
0,1,0.5540540540540542,7,0.0,2,1,1,0.8117548725903323,1
0,0,0.27027027027027034,8,0.0,2,1,0,0.4202280317770347,1
0,1,0.37837837837837845,6,0.0,1,1,1,0.4695753444453945,2
2,1,0.1756756756756757,0,0.5366489238718398,1,1,1,0.35188315484128735,0
2,1,0.14864864864864863,3,0.2366936312667825,2,1,1,0.527662291748862,2
0,0,0.3378378378378379,5,0.6698724968372618,1,1,1,0.7349734899682919,2
0,1,0.3108108108108108,8,0.2937452413448026,3,1,1,0.9287808985758139,0
0,0,0.6621621621621623,0,0.5135298957437261,1,1,1,0.6730687780683056,0
1,0,0.13513513513513514,5,0.0,2,0,1,0.4334833976644769,3
0,1,0.10810810810810811,5,0.2261414983270698,2,1,1,0.5022011602108001,2
0,1,0.12162162162162166,4,0.3492942493105468,2,0,0,0.9805924965834236,2
2,1,0.10810810810810811,4,0.4351024354151122,1,1,1,0.4641897801240018,1
